accession	name
NR_109373.1	Halalkalicoccus paucihalophilus
NR_104987.1	Pyrodictium brockii
NR_104986.1	Pyrodictium abyssi
NR_104984.1	Methanococcus maripaludis
NR_104983.1	Methanobacterium espanolae
NR_104880.1	Methanobacterium thermaggregans
NR_104879.1	Methanothermus sociabilis
NR_104878.1	Methanobrevibacter oralis
NR_104875.1	Pyrococcus woesei
NR_104874.1	Methanosphaera cuniculi
NR_104804.1	Methanocorpusculum sinense
NR_104790.1	Methanogenium frigidum
NR_104784.1	Thermococcus litoralis
NR_104757.1	Methanosarcina siciliae
NR_104739.1	Methanohalobium evestigatum
NR_104738.1	Methanoplanus endosymbiosus
NR_104736.1	Methanohalophilus halophilus
NR_104734.1	Methanococcoides methylutens
NR_104728.1	Methanosarcina vacuolata
NR_104707.1	Methanothrix soehngenii
NR_104706.1	Desulfurococcus amylolyticus
NR_104694.1	Methanobacterium uliginosum
NR_104562.1	Methanocalculus taiwanensis
NR_103948.1	Archaeoglobus sulfaticallidus
NR_103941.1	Ferroplasma acidarmanus
NR_102943.1	Vulcanisaeta distributa
NR_102939.1	Fervidicoccus fontis
NR_102938.1	Hyperthermus butylicus
NR_102933.1	Acidilobus saccharovorans
NR_102931.1	Desulfurococcus amylolyticus
NR_102926.1	Methanothermus fervidus
NR_102921.1	Methanolobus psychrophilus
NR_102920.1	Halalkalicoccus jeotgali
NR_102902.1	Methanolacinia petrolearia
NR_102900.1	Haloarcula hispanica
NR_102898.1	Haloferax mediterranei
NR_102894.1	Methanosalsum zhilinae
NR_102892.1	Halogeometricum borinquense
NR_102882.1	Desulfurococcus mucosus
NR_102881.1	Methanothermobacter marburgensis
NR_102869.1	Ignisphaera aggregans
NR_102472.1	Caldisphaera lagunensis
NR_102454.1	Methanomethylovorans hollandica
NR_102453.1	Natronococcus occultus
NR_102444.1	Natrinema pellirubrum
NR_074195.1	Methanocaldococcus vulcanius
NR_074194.1	Halorubrum lacusprofundi
NR_074187.1	Picrophilus torridus
NR_074183.1	Natrialba magadii
NR_074179.1	Natronomonas pharaonis
NR_074167.1	Methanosphaerula palustris
NR_074117.1	Methanobrevibacter ruminantium
NR_074867.1	Thermococcus gammatolerans
NR_074532.1	Staphylothermus hellenicus
NR_074531.1	Ferroglobus placidus
NR_074522.1	Archaeoglobus profundus
NR_074387.1	Metallosphaera sedula
NR_074380.1	Thermosphaera aggregans
NR_074375.1	Pyrococcus furiosus
NR_074372.1	Pyrobaculum islandicum
NR_074360.1	Pyrobaculum calidifontis
NR_074358.1	Pyrococcus horikoshii
NR_074334.1	Archaeoglobus fulgidus
NR_074323.1	Methanosphaera stadtmanae
NR_074267.1	Sulfolobus acidocaldarius
NR_074258.1	Methanocaldococcus infernus
NR_074251.1	Methanohalobium evestigatum
NR_074242.1	Methanococcoides burtonii
NR_074239.1	Methanohalophilus mahii
NR_074238.1	Haloterrigena turkmenica
NR_074235.1	Methanobrevibacter smithii
NR_074233.1	Methanocaldococcus jannaschii
NR_074223.1	Thermoplasma volcanium
NR_074216.1	Halomicrobium mukohataei
NR_074214.1	Methanothrix thermoacetophila
NR_074206.1	Halorhabdus utahensis
NR_074201.1	Haloarcula marismortui
NR_044915.1	Thermococcus aggregans
NR_044910.1	Ignicoccus islandicus
NR_044909.1	Staphylothermus marinus
NR_044786.1	Methanobrevibacter smithii
NR_044766.1	Halorubrum lacusprofundi
NR_044728.1	Methanocorpusculum parvum
NR_044725.1	Methanosarcina thermophila
NR_044724.1	Methanosarcina acetivorans
NR_044722.1	Methanohalophilus mahii
NR_044721.1	Methanogenium organophilum
NR_044683.1	Thermoproteus tenax
NR_043988.1	Haloferax mucosum
NR_043434.1	Stygiolobus azoricus
NR_043433.1	Sulfolobus metallicus
NR_043431.1	Acidianus infernus
NR_043410.1	Metallosphaera sedula
NR_043409.1	Acidianus brierleyi
NR_043400.1	Sulfolobus acidocaldarius
NR_043396.1	Halorubrum trapanicum
NR_043389.1	Halorubrum sodomense
NR_043387.1	Halococcus morrhuae
NR_043024.1	Methanobrevibacter olleyae
NR_042826.1	Methanohalophilus portucalensis
NR_042789.1	Methanospirillum hungatei
NR_042788.1	Methanolacinia paynteri
NR_042785.1	Methanobrevibacter millerae
NR_042783.1	Methanobrevibacter arboriphilus
NR_042739.1	Thermococcus guaymasensis
NR_042737.1	Thermococcus chitonophagus
NR_042736.1	Thermococcus celer
NR_042735.1	Thermococcus barossii
NR_042734.1	Thermococcus barophilus
NR_042733.1	Thermococcus acidaminovorans
NR_042672.1	Halorubrum kocurii
NR_042522.1	Halovivax ruber
NR_042521.1	Halopiger xanaduensis
NR_042452.1	Halostagnicola larsenii
NR_041956.1	Methanosarcina mazei
NR_041944.1	Natrinema pallidum
NR_041716.1	Methanobacterium ivanovii
NR_041713.1	Methanobacterium palustre
NR_041698.1	Methanocaldococcus infernus
NR_041513.1	Thermogymnomonas acidicola
NR_040964.1	Methanothermobacter wolfeii
NR_040870.1	Thermococcus alcaliphilus
NR_040788.1	Haloarcula quadrata
NR_040777.1	Halococcus salifodinae
NR_040776.1	Halococcus saccharolyticus
NR_044677.1	Saccharolobus shibatae
NR_044593.1	Methanosalsum zhilinae
NR_044337.1	Halomicrobium mukohataei
NR_044336.1	Haloarcula vallismortis
NR_044335.1	Haloarcula argentinensis
NR_042810.1	Desulfurococcus amylolyticus
NR_041789.1	Ferroglobus placidus
NR_029141.2	Natronorubrum aibiense
NR_029316.1	Sulfophobococcus zilligii
NR_029300.1	Metallosphaera prunae
NR_029214.1	Thermofilum pendens
NR_029127.1	Saccharolobus solfataricus
NR_029122.1	Methanococcoides alaskense
NR_029086.1	Methanocorpusculum labreanum
NR_029059.1	Palaeococcus helgesonii
NR_029055.1	Thermococcus aegaeus
NR_029054.1	Pyrococcus horikoshii
NR_029053.1	Pyrococcus glycovorans
NR_028921.1	Pyrobaculum arsenaticum
NR_028861.1	Methanocaldococcus indicus
NR_028856.1	Methanoculleus submarinus
NR_028831.1	Archaeoglobus veneficus
NR_028779.1	Methanobrevibacter acididurans
NR_028609.1	Sulfurisphaera tokodaii
NR_028253.1	Methanoculleus palmolei
NR_028252.1	Natronorubrum bangense
NR_028251.1	Thermococcus guaymasensis
NR_028250.1	Methanothermobacter thermophilus
NR_028249.1	Methanothermobacter thermoflexus
NR_028248.1	Methanothermobacter defluvii
NR_028247.1	Methanobacterium subterraneum
NR_028246.1	Acidianus brierleyi
NR_028245.1	Acidianus infernus
NR_028241.1	Methanothermobacter marburgensis
NR_028239.1	Thermococcus zilligii
NR_028238.1	Methanolobus taylorii
NR_028237.1	Methanolobus oregonensis
NR_028236.1	Methanosphaera stadtmanae
NR_028235.1	Thermoplasma acidophilum
NR_028234.1	Haloarcula japonica
NR_028232.1	Halorubrum tebenquichense
NR_028231.1	Halorubrum californiense
NR_028230.1	Halorubrum litoreum
NR_028229.1	Haloarcula amylolytica
NR_028228.1	Methanobacterium alcaliphilum
NR_028227.1	Halorubrum lipolyticum
NR_028225.1	Methanogenium marinum
NR_028224.1	Halorubrum vacuolatum
NR_028220.1	Halorubrum distributum
NR_028219.1	Halomicrobium mukohataei
NR_028218.1	Haloarcula argentinensis
NR_028214.1	Natrialba asiatica
NR_028213.1	Haloferax gibbonsii
NR_028210.1	Acidiplasma cupricumulans
NR_028209.1	Haloferax larsenii
NR_028208.1	Haloterrigena saccharevitans
NR_028206.1	Halorubrum alkaliphilum
NR_028205.1	Halorubrum xinjiangense
NR_028203.1	Haloferax volcanii
NR_028202.1	Methanobacterium beijingense
NR_028201.1	Halobiforma lacisalsi
NR_028200.1	Halococcus qingdaonensis
NR_028199.1	Natrinema altunense
NR_028198.1	Halorubrum tibetense
NR_028197.1	Thermococcus waiotapuensis
NR_028196.1	Thermococcus stetteri
NR_028195.1	Thermococcus siculi
NR_028194.1	Thermococcus profundus
NR_028192.1	Thermococcus pacificus
NR_028191.1	Thermococcus gorgonarius
NR_028190.1	Haloterrigena salina
NR_028189.1	Halorubrum ejinorense
NR_028188.1	Natrinema ejinorense
NR_028187.1	Halobacterium noricense
NR_028186.1	Halococcus dombrowskii
NR_028185.1	Thermoplasma volcanium
NR_028184.1	Methanimicrococcus blatticola
NR_028183.1	Ferroplasma acidiphilum
NR_028182.1	Methanosarcina semesiae
NR_028181.1	Natrialba chahannaoensis
NR_028180.1	Halalkalicoccus tibetensis
NR_028179.1	Thermococcus thioreducens
NR_028178.1	Halobiforma haloterrestris
NR_028177.1	Natrialba hulunbeirensis
NR_028176.1	Natrialba aegyptia
NR_028175.1	Methanobacterium congolense
NR_028173.1	Haloterrigena thermotolerans
NR_028171.1	Methanobacterium oryzae
NR_028165.1	Haloferax prahovense
NR_028162.1	Natronolimnobius innermongolicus
NR_028161.1	Natronolimnobius baerhuensis
NR_028160.1	Halorubrum terrestre
NR_028158.1	Haloferax lucentense
NR_028156.1	Methanoculleus thermophilus
NR_028155.1	Methanothermococcus okinawensis
NR_028154.1	Thermococcus acidaminovorans
NR_028153.1	Halobiforma nitratireducens
NR_028152.1	Methanoculleus chikugoensis
NR_028151.1	Haloferax alexandrinus
NR_028150.1	Natrinema versiforme
NR_028148.1	Methanocalculus pumilus
NR_028147.1	Natronorubrum tibetense
NR_025303.1	Methanosarcina barkeri
NR_025028.1	Methanobacterium formicicum
NR_024870.1	Methanocalculus halotolerans
NR_026246.1	Picrophilus oshimae
NR_025933.1	Pyrodictium occultum
NR_025718.1	Methanococcus vannielii
NG_042068.1	Aeropyrum pernix
NG_042066.1	Aeropyrum camini
NG_041961.1	Pyrobaculum arsenaticum
NG_041957.1	Pyrobaculum oguniense
NG_041954.1	Pyrobaculum neutrophilum
NG_042072.1	Aeropyrum camini
NR_040973.3	Aeropyrum camini
NR_041987.1	Thermococcus sibiricus
NR_041943.1	Natrinema pellirubrum
NR_040778.1	Haloterrigena turkmenica
NR_037131.1	Methanocaldococcus fervens
NR_029142.2	Natronorubrum sulfidifaciens
NR_029140.1	Methanococcus aeolicus
NR_029124.1	Natrialba taiwanensis
NR_028955.1	Ignicoccus hospitalis
NR_028937.1	Archaeoglobus profundus
NR_028916.1	Ignicoccus pacificus
NR_028877.1	Staphylothermus hellenicus
NR_028701.1	Methanocaldococcus vulcanius
NR_028646.1	Methanotorris formicicus
NR_028628.1	Vulcanisaeta souniana
NR_028255.1	Natronococcus occultus
NR_028254.1	Methanofollis liminatans
NR_028244.1	Halorubrum lacusprofundi
NR_028243.1	Natrialba magadii
NR_028240.1	Methanolacinia petrolearia
NR_028233.1	Halomicrobium katesii
NR_028226.1	Halorubrum arcis
NR_028223.1	Natronobacterium gregoryi
NR_028216.1	Thermococcus kodakarensis
NR_028215.1	Haloferax denitrificans
NR_028212.1	Haloferax mediterranei
NR_028211.1	Acidianus sulfidivorans
NR_028207.1	Haloquadratum walsbyi
NR_028204.1	Haloferax sulfurifontis
NR_028193.1	Thermococcus peptonophilus
NR_028174.1	Methanomethylovorans hollandica
NR_028172.1	Halorhabdus utahensis
NR_028170.1	Halogeometricum borinquense
NR_028169.1	Halostagnicola larsenii
NR_028168.1	Halococcus hamelinensis
NR_028167.1	Natrinema gari
NR_028166.1	Archaeoglobus infectus
NR_028164.1	Methanocella paludicola
NR_028163.1	Methanolinea tarda
NR_028159.1	Haloarcula hispanica
NR_028157.1	Methanothrix thermoacetophila
NR_028149.1	Palaeococcus ferrophilus
NR_024799.1	Caldisphaera lagunensis
NG_041951.1	Pyrobaculum oguniense
NR_112036.1	Haloarcula quadrata
NR_118373.2	Caldivirga maquilingensis
NR_171545.1	Kocuria soli
NR_171544.1	Marmoricola mangrovicus
NR_171543.1	Paracoccus suum
NR_171542.1	Cohnella endophytica
NR_171541.1	Gardnerella leopoldii
NR_171540.1	Gardnerella swidsinskii
NR_171539.1	Cohnella faecalis
NR_171538.1	Falsochrobactrum shanghaiense
NR_171537.1	Sphingomonas mesophila
NR_171536.1	Taibaiella helva
NR_171535.1	Chitinophaga silvisoli
NR_171534.1	Streptomyces inhibens
NR_171533.1	Xinfangfangia humi
NR_171532.1	Pelagibacterium lacus
NR_171531.1	Bacillus acidinfaciens
NR_171530.1	Paenibacillus zeisoli
NR_171529.1	Massilia atriviolacea
NR_171528.1	Microvirga flavescens
NR_171527.1	Muricauda nanhaiensis
NR_171526.1	Novosphingobium meiothermophilum
NR_171525.1	Trinickia fusca
NR_171524.1	Pseudomonas urumqiensis
NR_171523.1	Pararhodobacter marinus
NR_171522.1	Streptomyces cadmiisoli
NR_171521.1	Mycetocola zhujimingii
NR_171520.1	Salinibacterium hongtaonis
NR_171519.1	Legionella qingyii
NR_171518.1	Marinimicrobium alkaliphilum
NR_171516.1	Hymenobacter metallilatus
NR_171515.1	Brenneria corticis
NR_171514.1	Vibrio zhugei
NR_171513.1	Chitinophaga deserti
NR_171512.1	Marinilabilia rubra
NR_171511.1	Jiangella rhizosphaerae
NR_171510.1	Pseudomonas mangrovi
NR_171509.1	Falsibacillus albus
NR_171508.1	Mesorhizobium atlanticum
NR_171507.1	Nonomuraea lactucae
NR_171506.1	Nocardia aurea
NR_171505.1	Motilimonas pumilua
NR_171504.1	Trinickia diaoshuihuensis
NR_171503.1	Streptomyces roseifaciens
NR_171502.1	Streptococcus chenjunshii
NR_171501.1	Glaciecola amylolytica
NR_171500.1	Jannaschia formosa
NR_171499.1	Photobacterium chitinilyticum
NR_171498.1	Clostridium fermenticellae
NR_171496.1	Sphingomonas deserti
NR_171495.1	Bosea psychrotolerans
NR_171494.1	Martelella caricis
NR_171493.1	Tamlana carrageenivorans
NR_171492.1	Marinobacter maroccanus
NR_171491.1	Kocuria tytonis
NR_171490.1	Aquiflexum aquatile
NR_171489.1	Coraliomargarita sinensis
NR_171488.1	Flavobacterium cheongpyeongense
NR_171487.1	Flavobacterium hydrophilum
NR_171486.1	Devosia naphthalenivorans
NR_171485.1	Paraliobacillus zengyii
NR_171484.1	Nocardioides houyundeii
NR_171483.1	Flavisolibacter nicotianae
NR_171482.1	Trinickia dinghuensis
NR_171481.1	Zavarzinia aquatilis
NR_171480.1	Lysobacter silvisoli
NR_171479.1	Pusillimonas thiosulfatoxidans
NR_171478.1	Flavipsychrobacter stenotrophus
NR_171477.1	Stenotrophobium rhamnosiphilum
NR_171476.1	Flavobacterium psychrotolerans
NR_171475.1	Flavobacterium laiguense
NR_171474.1	Lysobacter tabacisoli
NR_171473.1	Microbacterium suaedae
NR_171472.1	Microbacterium halophytorum
NR_171471.1	Sphingomonas crocodyli
NR_171470.1	Flavobacterium niveum
NR_171469.1	Flavobacterium sufflavum
NR_171468.1	Trichococcus shcherbakoviae
NR_171467.1	Anaerobacillus alkaliphilus
NR_171466.1	Lactobacillus hulanensis
NR_171465.1	Gordonia oryzae
NR_171464.1	Thermocatellispora soli
NR_171463.1	Jiangella endophytica
NR_171462.1	Azoarcus pumilus
NR_171461.1	Rufibacter sediminis
NR_171460.1	Bacillus xiapuensis
NR_171459.1	Bacillus urbisdiaboli
NR_171458.1	Dyella monticola
NR_171457.1	Dyella psychrodurans
NR_171456.1	Dyella choica
NR_171455.1	Dyella halodurans
NR_171454.1	Dyella solisilvae
NR_171453.1	Dyella dinghuensis
NR_171452.1	Microbacterium ureisolvens
NR_171451.1	Phenylobacterium parvum
NR_171450.1	Pararhodobacter oceanensis
NR_171449.1	Marinobacterium boryeongense
NR_171448.1	Brevundimonas lutea
NR_171447.1	Streptomyces reniochalinae
NR_171446.1	Streptomyces diacarni
NR_171445.1	Nocardioides ferulae
NR_171444.1	Blautia argi
NR_171443.1	Microbulbifer flavimaris
NR_171442.1	Planomicrobium iranicum
NR_171441.1	Hymenobacter crusticola
NR_171440.1	Paraburkholderia dinghuensis
NR_171439.1	Roseovarius faecimaris
NR_171438.1	Corynebacterium alimapuense
NR_171437.1	Rhizobium chutanense
NR_171436.1	Mesorhizobium carmichaelinearum
NR_171435.1	Zhongshania marina
NR_171434.1	Kistimonas alittae
NR_171433.1	Mycoplasma hafezii
NR_171432.1	Chryseobacterium phosphatilyticum
NR_171431.1	Micromonospora caldifontis
NR_171430.1	Chitinophaga alhagiae
NR_171429.1	Sphingobacterium athyrii
NR_171428.1	Actinomarinicola tropica
NR_171427.1	Amnibacterium flavum
NR_171426.1	Alteromonas sediminis
NR_171425.1	Alteripontixanthobacter maritimus
NR_171424.1	Dyadobacter flavalbus
NR_171423.1	Tsuneonella amylolytica
NR_171422.1	Aurantiacibacter zhengii
NR_171421.1	Pelagerythrobacter aerophilus
NR_171420.1	Alsobacter soli
NR_171419.1	Aliidiomarina celeris
NR_171418.1	Actinomadura craniellae
NR_171417.1	Klebsiella huaxiensis
NR_171416.1	Acinetobacter sichuanensis
NR_171415.1	Paracoccus suum
NR_171414.1	Streptomyces cadmiisoli
NR_171413.1	Streptomyces cadmiisoli
NR_171412.1	Mycetocola zhujimingii
NR_171411.1	Mycetocola zhujimingii
NR_171410.1	Mycetocola zhujimingii
NR_171409.1	Salinibacterium hongtaonis
NR_171408.1	Streptococcus chenjunshii
NR_171407.1	Streptococcus chenjunshii
NR_171406.1	Clostridium fermenticellae
NR_171405.1	Clostridium fermenticellae
NR_171404.1	Clostridium fermenticellae
NR_171403.1	Clostridium fermenticellae
NR_171402.1	Clostridium fermenticellae
NR_171401.1	Clostridium fermenticellae
NR_171400.1	Clostridium fermenticellae
NR_171399.1	Tamlana carrageenivorans
NR_171398.1	Pusillimonas thiosulfatoxidans
NR_171397.1	Pusillimonas thiosulfatoxidans
NR_171396.1	Azoarcus pumilus
NR_171395.1	Azoarcus pumilus
NR_171394.1	Azoarcus pumilus
NR_171393.1	Phenylobacterium parvum
NR_171392.1	Blautia argi
NR_171391.1	Blautia argi
NR_171390.1	Blautia argi
NR_171389.1	Blautia argi
NR_171388.1	Blautia argi
NR_171387.1	Roseovarius faecimaris
NR_171497.1	Kribbella monticola
NR_170543.1	Pseudoarcobacter acticola
NR_170542.1	'Massilia aquatica'
NR_170541.1	Janthinobacterium violaceinigrum
NR_170540.1	Janthinobacterium rivuli
NR_170539.1	Janthinobacterium aquaticum
NR_170537.1	Duganella qianjiadongensis
NR_170536.1	Duganella pernnla
NR_170535.1	Duganella levis
NR_170534.1	Duganella fentianensis
NR_170533.1	Duganella aquatilis
NR_170532.1	Duganella albus
NR_170531.1	Pandoraea terrigena
NR_170530.1	Pandoraea soli
NR_170529.1	Pandoraea pneumonica
NR_170528.1	Pandoraea nosoerga
NR_170527.1	Pandoraea morbifera
NR_170526.1	Pandoraea iniqua
NR_170525.1	Pandoraea horticolens
NR_170524.1	Pandoraea eparura
NR_170523.1	Pandoraea communis
NR_170522.1	Pandoraea commovens
NR_170521.1	Pandoraea cepalis
NR_170520.1	Pandoraea captiosa
NR_170519.1	Pandoraea capi
NR_170518.1	Pandoraea bronchicola
NR_170517.1	Pandoraea aquatica
NR_170516.1	Pandoraea anhela
NR_170515.1	Pandoraea anapnoica
NR_170514.1	Shimia thalassica
NR_170513.1	Empedobacter tilapiae
NR_170512.1	Paracoccus haematequi
NR_170511.1	Amphritea opalescens
NR_170510.1	Bacillus yapensis
NR_170509.1	Duncaniella freteri
NR_170508.1	Duncaniella dubosii
NR_170507.1	Nocardioides guangzhouensis
NR_170506.1	Steroidobacter soli
NR_170505.1	Alloscardovia theropitheci
NR_170504.1	Ancylomarina salipaludis
NR_170503.1	Amycolatopsis suaedae
NR_170502.1	Weissella cryptocerci
NR_170501.1	Streptomyces cyaneochromogenes
NR_170499.1	Arenimonas terrae
NR_170498.1	Apibacter raozihei
NR_170497.1	Actinomadura harenae
NR_170496.1	Borrelia maritima
NR_170495.1	Blautia faecicola
NR_170494.1	Bacillus fungorum
NR_170493.1	Bacillus caeni
NR_170492.1	Weissella muntiaci
NR_170491.1	Paenibacillus piri
NR_170490.1	Flavobacterium cellulosilyticum
NR_170489.1	Filimonas effusa
NR_170488.1	Entomomonas moraniae
NR_170487.1	Dyadobacter psychrotolerans
NR_170486.1	Dyadobacter frigoris
NR_170485.1	Vulcaniibacterium gelatinicum
NR_170484.1	Thalassocella blandensis
NR_170483.1	Streptomyces paludis
NR_170482.1	Sphingobium fluviale
NR_170481.1	Sinirhodobacter hankyongi
NR_170480.1	Saccharospirillum alexandrii
NR_170479.1	Rhodomicrobium lacus
NR_170477.1	Rheinheimera sediminis
NR_170475.1	Paracoccus luteus
NR_170474.1	Paracoccus liaowanqingii
NR_170473.1	Novosphingobium umbonatum
NR_170472.1	Nonomuraea mesophila
NR_170471.1	Nonomuraea longispora
NR_170470.1	Nonomuraea diastatica
NR_170469.1	Nonomuraea deserti
NR_170468.1	Nocardioides vastitatis
NR_170467.1	Natronospirillum operosum
NR_170465.1	Mixta tenebrionis
NR_170464.1	Microbulbifer harenosus
NR_170463.1	Mesorhizobium norvegicum
NR_170462.1	Marinomonas agarivorans
NR_170461.1	Luteimonas lumbrici
NR_170460.1	Kocuria coralli
NR_170459.1	Hydrogenophaga borbori
NR_170458.1	Halomonas radicis
NR_170457.1	Gryllotalpicola protaetiae
NR_170456.1	Flexivirga caeni
NR_170455.1	Cryobacterium soli
NR_170454.1	Cryobacterium ruanii
NR_170453.1	Cryobacterium breve
NR_170450.1	Azospirillum thermophilum
NR_170449.1	Allorhizobium terrae
NR_170448.1	Marinicella rhabdoformis
NR_170447.1	Halomonas lactosivorans
NR_170446.1	Pusillimonas maritima
NR_170445.1	Oleiliquidispirillum nitrogeniifigens
NR_170444.1	Luteimonas gilva
NR_170443.1	Chitinimonas arctica
NR_170442.1	Exilibacterium tricleocarpae
NR_170441.1	Denitrobaculum tricleocarpae
NR_170439.1	Francisella salimarina
NR_170438.1	Pseudomonas fildesensis
NR_170437.1	Desulfobotulus mexicanus
NR_170436.1	Sphingorhabdus profundilacus
NR_170435.1	Sphingorhabdus lacus
NR_170434.1	Roseovarius bejariae
NR_170433.1	Luteimonas chenhongjianii
NR_170432.1	Eikenella longinqua
NR_170431.1	Eikenella halliae
NR_170430.1	Devosia marina
NR_170429.1	Ruegeria sediminis
NR_170428.1	Pseudomonas hydrolytica
NR_170427.1	Marinobacter changyiensis
NR_170426.1	Citrobacter cronae
NR_170425.1	Oleiharenicola lentus
NR_170424.1	Bacillus aquiflavi
NR_170420.1	Maribacter luteus
NR_170419.1	Aequorivita sinensis
NR_170418.1	Lutibacter citreus
NR_170417.1	Aequorivita lutea
NR_170416.1	Modestobacter altitudinis
NR_170415.1	Amycolatopsis anabasis
NR_170414.1	Acidiferrimicrobium australe
NR_170413.1	Leekyejoonella antrihumi
NR_170412.1	Streptomyces mimosae
NR_170411.1	Catellatospora sichuanensis
NR_170410.1	Rhodococcus oryzae
NR_170409.1	Saccharopolyspora coralli
NR_170408.1	Nocardioides dongxiaopingii
NR_170407.1	Streptomyces montanus
NR_170406.1	Auraticoccus cholistanensis
NR_170404.1	Glycomyces albidus
